heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2009 Tartan 4300,375000.0,11.0,Tartan,4300,Sloop,43.0,Diesel,Fiberglass,YachtSalesInternational,Volvo,D2,11.0,55.0,941.0,Inboard,Diesel|Diesel,,23.0,0,6.0,,7.0,43.0,13.0,37.0,None,,,2 x 120 gal (),2 x 100 gal (),2 x 40 gal (),2.0,,2.0,2,Annapolis,Maryland,Tartan,4300,43,USA,Florida,485000,2017,3
2016 Wauquiez Pilot Saloon 48,475000.0,4.0,Wauquiez,Pilot Saloon 48,Cruiser,48.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,Yanmar,None,4.0,51.0,,Inboard,Diesel|Diesel,,,0,,,,48.0,15.0,41.0,None,,,162.47 gal (),171.71 gal (),,6.0,,,2,Everett,Washington,Wauquiez,Pilot Saloon 48,48,Europe,France,691190,2017,3
2016 Wauquiez Pilot Saloon 48,475000.0,4.0,Wauquiez,Pilot Saloon 48,Cruiser,48.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,Yanmar,None,4.0,51.0,,Inboard,Diesel|Diesel,,,0,,,,48.0,15.0,41.0,None,,,162.47 gal (),171.71 gal (),,6.0,,,2,Everett,Washington,Wauquiez,Pilot Saloon 48,48,Europe,France,642600,2017,3
2023 X-Yachts XP50,,-3.0,X-Yachts,XP50,Racer/Cruiser,50.0,Diesel,Fiberglass,The Chandlery Yacht Sales,None,None,,,,None,Diesel,,,0,,,,49.0,14.0,,None,,,,,,,,,1,Santa Barbara,California,X-Yachts,XP50,50,Europe,Italy,727632,2017,3
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,255000,2018,2
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,229000,2018,2
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,41 Cruiser,40,Europe,Germany,205256,2018,2
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,41 Cruiser,40,Europe,Germany,200425,2018,2
2011 Bavaria 45 Cruiser,182574.0,9.0,Bavaria,45 Cruiser,Cruiser,47.9,Diesel,Fiberglass,Albatros Rimini,D2 75,None,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,220.0,95.1 gal (Plastic),55.48 gal (Steel),,,3.0,3.0,3,Emilia Romagna,Italy,Bavaria,45 Cruiser,44,Europe,Greece,267301,2018,2
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,C45 Holiday,45,Europe,Croatia,334126,2018,2
2022 Bavaria Cruiser 46,,-2.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Cruising Yachts ,Volvo Penta,D2,0.0,55.0,,Inboard,Diesel,3.0,,1,,44.0,,46.0,14.0,42.0,Electric Windlass,,,95 gal (),55 gal (),40 gal (),,,3.0,3,Alameda,California,Bavaria,Cruiser 46,46,Europe,Croatia,212572,2018,2
2022 Bavaria Cruiser 46,,-2.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Cruising Yachts ,Volvo Penta,D2,0.0,55.0,,Inboard,Diesel,3.0,,1,,44.0,,46.0,14.0,42.0,Electric Windlass,,,95 gal (),55 gal (),40 gal (),,,3.0,3,Alameda,California,Bavaria,Cruiser 46,46,Europe,Greece,218701,2018,2
2022 Bavaria Cruiser 46,,-2.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Cruising Yachts ,Volvo Penta,D2,0.0,55.0,,Inboard,Diesel,3.0,,1,,44.0,,46.0,14.0,42.0,Electric Windlass,,,95 gal (),55 gal (),40 gal (),,,3.0,3,Alameda,California,Bavaria,Cruiser 46,46,Europe,Italy,274278,2018,2
2022 Bavaria Cruiser 46,,-2.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Cruising Yachts ,Volvo Penta,D2,0.0,55.0,,Inboard,Diesel,3.0,,1,,44.0,,46.0,14.0,42.0,Electric Windlass,,,95 gal (),55 gal (),40 gal (),,,3.0,3,Alameda,California,Bavaria,Cruiser 46,46,Europe,Italy,205284,2018,2
2016 Bavaria 51 Cruiser,293422.0,4.0,Bavaria,51 Cruiser,Racer/Cruiser,51.15,Diesel,Fiberglass,Boatshed Greece,Volvo Penta,None,,,,None,Diesel|Diesel,,,0,,,,51.0,15.0,,None,,,1 x 147.94 gal (),1 x 68.68 gal (),,2.0,4.0,5.0,3,Thessaloniki,Greece,Bavaria,51 Cruiser,49,Europe,Italy,230792,2018,2
2018 Beneteau Oceanis 38.1,169000.0,2.0,Beneteau,Oceanis 38.1,Cruiser,38.0,Diesel,Fiberglass,Atlantic Cruising Yachts ,Yanmar,None,,30.0,,None,Diesel|Diesel,3.0,15.0,0,,,,37.0,13.0,35.0,None,,,34 gal (),34 gal (),,,3.0,,1,French Town,U,Beneteau,Oceanis 38,38,Caribbean,Belize,179000,2018,2
2018 Beneteau Oceanis 38.1,147798.0,2.0,Beneteau,Oceanis 38.1,Cruiser,38.0,Diesel,Fiberglass,Marine One Boats,Yanmar,None,,28.0,2000.0,Inboard,Diesel|Diesel,,15.0,0,6.0,,7.0,11.0,13.0,10.0,None,,,60.76 gal (),39.63 gal (),,,3.0,3.0,2,Dalmatia,Croatia,Beneteau,Oceanis 38.1,38,Europe,Croatia,127422,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,169999,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41,40,Caribbean,Bahamas,169999,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,129999,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41,40,Caribbean,Bahamas,129999,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41.1,40,Europe,France,261160,2018,2
2018 Beneteau America Oceanis 41.1,359000.0,2.0,Beneteau America,Oceanis 41.1,Cruiser,41.0,Diesel,Fiberglass,Naos Yachts,YANMAR,None,2.0,45.0,300.0,Inboard,Diesel|Diesel,3.0,19.0,1,,39.0,,39.0,13.0,,None,,,115 gal (),53 gal (),,,2.0,2.0,2,Redondo Beach,California,Beneteau,Oceanis 41.1,40,Europe,Greece,212543,2018,2
2018 Beneteau Oceanis 45,379000.0,2.0,Beneteau,Oceanis 45,Racer/Cruiser,45.0,Diesel,Fiberglass,Signature Yachts,Yanmar,None,,57.0,,None,Diesel|Diesel,4.0,23.0,0,,,,45.0,14.0,42.0,None,,,2 x 151 gal (),1 x 53 gal (),,,,3.0,2,Seattle,Washington,Beneteau,Oceanis 45,45,Europe,Italy,255052,2018,2
2018 Beneteau Oceanis 45,379000.0,2.0,Beneteau,Oceanis 45,Racer/Cruiser,45.0,Diesel,Fiberglass,Signature Yachts,Yanmar,None,,57.0,,None,Diesel|Diesel,4.0,23.0,0,,,,45.0,14.0,42.0,None,,,2 x 151 gal (),1 x 53 gal (),,,,3.0,2,Seattle,Washington,Beneteau,Oceanis 45,45,USA,Michigan,388000,2018,2
2018 Beneteau Oceanis 48,388861.0,2.0,Beneteau,Oceanis 48,Cruiser,47.9,Diesel,Fiberglass,Maiden Marine,Yanmar,4JH80,2.0,80.0,30.0,Inboard,Diesel,3.0,,1,,,,47.0,15.0,45.0,Electric Windlass,,220.0,97.74 gal (),52.83 gal (),,,3.0,3.0,2,Whitehaven,Cumbria,Beneteau,Oceanis 48,48,Europe,Croatia,258839,2018,2
2018 Beneteau Oceanis 51.1,347760.0,2.0,Beneteau,Oceanis 51.1,Sloop,50.33,Diesel,Fiberglass,ALVEA YACHTS ,None,None,,,,None,Diesel,,,0,,,,50.0,15.0,,None,,,,,,,,,3,Athens,Greece,Beneteau,Oceanis 51.1,51,Europe,Italy,479824,2018,2
2018 Beneteau Oceanis 51.1,347760.0,2.0,Beneteau,Oceanis 51.1,Sloop,50.33,Diesel,Fiberglass,ALVEA YACHTS ,None,None,,,,None,Diesel,,,0,,,,50.0,15.0,,None,,,,,,,,,3,Athens,Greece,Beneteau,Oceanis 51.1,51,Europe,Italy,394792,2018,2
2018 Beneteau Sense 51,499000.0,2.0,Beneteau,Sense 51,Racer/Cruiser,51.0,Diesel,Fiberglass,Denison Yachting,Yanmar,4JH80,,80.0,546.0,Inboard,Diesel|Diesel,3.0,,1,,51.0,,52.0,15.0,46.0,Electric Windlass,,,1 x 151 gal (Plastic),1 x 110 gal (Plastic),2 x 21 gal (Plastic),2.0,2.0,3.0,2,Fort Lauderdale,Florida,Beneteau,Sense 51,51,Europe,Turkey,655962,2018,2
2018 Beneteau Oceanis 55.1,407531.0,2.0,Beneteau,Oceanis 55.1,Racer/Cruiser,52.46,Diesel,Fiberglass,AYC International Yachtbrokers ,Yanmar,4 JH 110,2.0,28.0,1200.0,Inboard,Diesel|Diesel,3.0,,1,,,,55.0,16.0,49.0,Electric Windlass,,12.0,264.17 gal (Plastic),1 x 105.67 gal (Plastic),1 x 21.13 gal (Plastic),,5.0,4.0,4,Hyeres,83,Beneteau,Oceanis 55.1,55,Europe,France,637716,2018,2
2008 Beneteau America 343,85375.0,12.0,Beneteau America,343,Racer/Cruiser,34.75,Diesel,Fiberglass,Anchor Yacht Sales,Yanmar,3YM30,12.0,29.0,1000.0,Inboard,Diesel|Diesel,3.0,11.0,0,,,,35.0,11.0,30.0,Electric Windlass,,12.0,1 x 67 gal (Plastic),1 x 20 gal (Plastic),1 x 21 gal (Plastic),,2.0,2.0,1,Titusville,Florida,Beneteau ,Oceanis 48,48,Caribbean,British Virgin Islands,275000,2018,2
2022 Catalina 445,,-2.0,Catalina,445,Cruiser,44.0,Diesel,Fiberglass,Cruising Yachts ,None,None,,54.0,,None,Diesel|Diesel,,23.0,0,,,,44.0,13.0,38.0,None,,,179 gal (),66 gal (),54 gal (),,,,2,San Diego,California,Catalina,445,44,USA,New Jersey,374900,2018,2
2023 Dehler 42,,-3.0,Dehler,42,Racer/Cruiser,42.0,Diesel,Fiberglass,Seattle Yachts ,None,None,,,,Inboard,Diesel|Diesel,,20.0,0,,40.0,,42.0,12.0,37.0,None,,,77 gal (),42 gal (),,,,2.0,1,Alameda,California,Dehler,42,42,Europe,Netherlands,361980,2018,2
2023 Dehler 46,,-3.0,Dehler,46,Racer/Cruiser,46.0,Diesel,Fiberglass,Seattle Yachts ,None,None,,,,Inboard,Diesel|Diesel,,25.0,0,,45.0,,48.0,14.0,42.0,None,,,118 gal (),55 gal (),,,,3.0,1,Anacortes,Washington,Dehler,46,46,Europe,Netherlands,460370,2018,2
2023 Dehler 46,,-3.0,Dehler,46,Racer/Cruiser,46.0,Diesel,Fiberglass,Seattle Yachts ,None,None,,,,Inboard,Diesel|Diesel,,25.0,0,,45.0,,48.0,14.0,42.0,None,,,118 gal (),55 gal (),,,,3.0,1,Anacortes,Washington,Dehler,46,46,Europe,Netherlands,460370,2018,2
2006 Discovery 55,450000.0,14.0,Discovery,55,Cruiser,55.0,Diesel,Composite,Berthon International ,Yanmar,4LHA,,160.0,,Inboard,Diesel|Diesel,,,0,,,,55.0,15.0,44.0,None,,,,,,7.0,,3.0,2,Newport,Rhode Island,Discovery,55,55,Europe,United Kingdom,1885229,2018,2
2018 Dufour 412,245048.0,2.0,Dufour,412,Cruiser,40.52,Diesel,Fiberglass,Universal Yachting,Volvo ,50hp,2.0,50.0,,Inboard,Diesel|Diesel,2.0,19.0,0,7.0,39.0,8.0,40.0,13.0,36.0,Electric Windlass,,240.0,2 x 50.19 gal (Plastic),1 x 52.83 gal (),2 x 7.93 gal (Plastic),,3.0,3.0,2,Hamble,Hampshire,Dufour,412,40,Caribbean,British Virgin Islands,229000,2018,2
2018 Dufour 412,245048.0,2.0,Dufour,412,Cruiser,40.52,Diesel,Fiberglass,Universal Yachting,Volvo ,50hp,2.0,50.0,,Inboard,Diesel|Diesel,2.0,19.0,0,7.0,39.0,8.0,40.0,13.0,36.0,Electric Windlass,,240.0,2 x 50.19 gal (Plastic),1 x 52.83 gal (),2 x 7.93 gal (Plastic),,3.0,3.0,2,Hamble,Hampshire,Dufour,412,40,Europe,France,261124,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,460 GL,46,Europe,Germany,399659,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,460 GL,46,Europe,Italy,372982,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,460 GL,46,Europe,Turkey,255086,2018,2
2018 Dufour 520,423832.0,2.0,Dufour,520,Cruiser,49.87,Diesel,Fiberglass,Mare Nostrum Yachts,VOLVO,D2,2.0,75.0,,Inboard,Diesel,4.0,33.0,1,,,,49.0,15.0,44.0,Electric Windlass,,,1 x 184.92 gal (),1 x 118.88 gal (),,,,3.0,3,Barcelona,Spain,Dufour,520,50,Europe,France,498026,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,520 GL,50,Europe,France,483449,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour, 520 GL Owner Version,50,Europe,Germany,480196,2018,2
2018 Dufour 520,423832.0,2.0,Dufour,520,Cruiser,49.87,Diesel,Fiberglass,Mare Nostrum Yachts,VOLVO,D2,2.0,75.0,,Inboard,Diesel,4.0,33.0,1,,,,49.0,15.0,44.0,Electric Windlass,,,1 x 184.92 gal (),1 x 118.88 gal (),,,,3.0,3,Barcelona,Spain,Dufour,520,50,Europe,Greece,388703,2018,2
2018 Dufour 520,423832.0,2.0,Dufour,520,Cruiser,49.87,Diesel,Fiberglass,Mare Nostrum Yachts,VOLVO,D2,2.0,75.0,,Inboard,Diesel,4.0,33.0,1,,,,49.0,15.0,44.0,Electric Windlass,,,1 x 184.92 gal (),1 x 118.88 gal (),,,,3.0,3,Barcelona,Spain,Dufour,520,50,Europe,Italy,338723,2018,2
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,520 GL,50,Europe,Malta,425144,2018,2
2018 Dufour 520,358627.0,2.0,Dufour,520,Cruiser,48.39,Diesel,Fiberglass,A,Volvo,D2,,,150.0,Inboard,Diesel|Diesel,3.0,,0,,,,48.0,15.0,,Electric Windlass,,12.0,169.07 gal (),116.24 gal (),42.27 gal (),,3.0,3.0,3,Le Marin,Martinique,Dufour,520,50,Caribbean,Martinique,400996,2018,2
2016 Elan 40 Impression,146711.0,4.0,Elan,40 Impression,Cruiser,39.04,Diesel,Fiberglass,Bach Yachting International ,None,None,,,,None,Diesel,,,0,,,,39.0,12.0,,None,,,,,,,,,2,Split,Croatia,Elan,40 Impression,39,Europe,Croatia,180990,2018,2
2018 Elan GT5,349000.0,2.0,Elan,GT5,Sloop,43.0,Diesel,Fiberglass,St,Yanmar,4JH57,2.0,57.0,280.0,Inboard,Diesel|Diesel,,,0,,,,43.0,12.0,38.0,None,,,2 x 128 gal (),1 x 39 gal (),(),,,2.0,1,Johns Island,South Carolina,Elan,GT5,43,Europe,Malta,339872,2018,2
2022 Elan Impression 45.1,,-2.0,Elan,Impression 45.1,Cruiser,45.0,Diesel,Fiberglass,Springline Yacht Sales,YANMAR,None,0.0,50.0,,Inboard,Diesel|Diesel,3.0,,0,,,,45.0,13.0,,None,,,136 gal (),1 x 56 gal (),26 gal (),,,,2,Mystic,Connecticut,Elan,Impression 45,44,USA,Florida,375000,2018,2
2022 Elan Impression 45.1,,-2.0,Elan,Impression 45.1,Cruiser,45.0,Diesel,Fiberglass,Springline Yacht Sales,YANMAR,None,0.0,50.0,,Inboard,Diesel|Diesel,3.0,,0,,,,45.0,13.0,,None,,,136 gal (),1 x 56 gal (),26 gal (),,,,2,Mystic,Connecticut,Elan,Impression 45,44,Europe,Greece,255086,2018,2
2018 Elan 50 Impression,293422.0,2.0,Elan,50 Impression,Cruiser,49.87,Diesel,Fiberglass,Bach Yachting International ,None,None,,,,None,Diesel,,,0,,,,49.0,15.0,,None,,,,,,,,,2,Šibenik,Croatia,Elan,50 Impression,50,Europe,Croatia,278165,2018,2
2016 Hanse 415,249900.0,4.0,Hanse,415,Cruiser,40.83,Diesel,Fiberglass,North Point Yacht Sales,Volvo ,D2,4.0,38.0,575.0,Inboard,Diesel|Diesel,2.0,19.0,0,,39.0,,40.0,13.0,37.0,Electric Windlass,,,84 gal (),42 gal (),,,3.0,3.0,2,Gloucester Point,Virginia,Hanse,415,40,USA,Massachusetts,259000,2018,2
2018 Hanse 418,266145.0,2.0,Hanse,418,Racer/Cruiser,40.68,Diesel,Fiberglass,West Yachting B,Yanmar,3JH5,2.0,39.0,150.0,Inboard,Diesel|Diesel,2.0,22.0,1,,39.0,,40.0,13.0,37.0,Electric Windlass,6.0,12.0,2 x 63.4 gal (Plastic),1 x 42.27 gal (Plastic),1 x 9.25 gal (Plastic),1.0,2.0,2.0,1,Workum,Netherlands,Hanse,418,41,Europe,Croatia,163741,2018,2
2018 Hanse 418,266145.0,2.0,Hanse,418,Racer/Cruiser,40.68,Diesel,Fiberglass,West Yachting B,Yanmar,3JH5,2.0,39.0,150.0,Inboard,Diesel|Diesel,2.0,22.0,1,,39.0,,40.0,13.0,37.0,Electric Windlass,6.0,12.0,2 x 63.4 gal (Plastic),1 x 42.27 gal (Plastic),1 x 9.25 gal (Plastic),1.0,2.0,2.0,1,Workum,Netherlands,Hanse,418,41,Europe,Spain,278165,2018,2
2018 Hanse 455,244519.0,2.0,Hanse,455,Cruiser,45.77,Diesel,Fiberglass,Marine One Boats,Yanmar,None,,32.0,2000.0,Inboard,Diesel,,,0,7.0,,8.0,45.0,14.0,,Electric Windlass,,,118.88 gal (),58.12 gal (),,,4.0,4.0,2,Dalmatia,Croatia,Hanse,455,44,Europe,Croatia,241725,2018,2
2018 Hanse 455,244519.0,2.0,Hanse,455,Cruiser,45.77,Diesel,Fiberglass,Marine One Boats,Yanmar,None,,32.0,2000.0,Inboard,Diesel,,,0,7.0,,8.0,45.0,14.0,,Electric Windlass,,,118.88 gal (),58.12 gal (),,,4.0,4.0,2,Dalmatia,Croatia,Hanse,455,44,Europe,Germany,264804,2018,2
2018 Hanse 455,244519.0,2.0,Hanse,455,Cruiser,45.77,Diesel,Fiberglass,Marine One Boats,Yanmar,None,,32.0,2000.0,Inboard,Diesel,,,0,7.0,,8.0,45.0,14.0,,Electric Windlass,,,118.88 gal (),58.12 gal (),,,4.0,4.0,2,Dalmatia,Croatia,Hanse,455,44,Europe,Spain,291487,2018,2
2018 Hanse 548,416225.0,2.0,Hanse,548,Cruiser,53.22,Diesel,Fiberglass,Croatia Yachting,Yanmar,4JH110,2.0,8.0,,Inboard,Diesel|Diesel,3.0,42.0,1,,51.0,,53.0,16.0,48.0,Electric Windlass,10.0,240.0,1 x 203.41 gal (Plastic),1 x 137.37 gal (Plastic),4 x (Plastic),3.0,4.0,6.0,3,Kaštel Gomilica,Croatia,Hanse,548,54,USA,California,746498,2018,2
2018 Hanse 548,416225.0,2.0,Hanse,548,Cruiser,53.22,Diesel,Fiberglass,Croatia Yachting,Yanmar,4JH110,2.0,8.0,,Inboard,Diesel|Diesel,3.0,42.0,1,,51.0,,53.0,16.0,48.0,Electric Windlass,10.0,240.0,1 x 203.41 gal (Plastic),1 x 137.37 gal (Plastic),4 x (Plastic),3.0,4.0,6.0,3,Kaštel Gomilica,Croatia,Hanse,548,54,Europe,United Kingdom,632851,2018,2
2004 J Boats J/133,244995.0,16.0,J Boats,J/133,Racer,43.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar 4JH3E,Yanmar 4JH3E,16.0,56.0,2128.0,Inboard,Diesel|Diesel,2.0,17.0,0,6.0,,7.0,43.0,12.0,37.0,None,,12.0,100 gal (),52 gal (),18 gal (),4.0,,2.0,2,San Diego,California,J Boats,J 122,40,USA,Louisiana,440000,2018,2
2018 Jeanneau Sun Odyssey 389,159000.0,2.0,Jeanneau,Sun Odyssey 389,Cruiser,38.5,Diesel,Fiberglass,Sunsail Brokerage USA,Yanmar,3YM30 AE,3.0,29.0,,Inboard,Diesel,3.0,15.0,0,,,,38.0,12.0,36.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 34 gal (Plastic),1 x (Plastic),1.0,2.0,2.0,1,Road Town,British Virgin Islands,Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,165000,2018,2
2018 Jeanneau Sun Odyssey 389,159000.0,2.0,Jeanneau,Sun Odyssey 389,Cruiser,38.5,Diesel,Fiberglass,Sunsail Brokerage USA,Yanmar,3YM30 AE,3.0,29.0,,Inboard,Diesel,3.0,15.0,0,,,,38.0,12.0,36.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 34 gal (Plastic),1 x (Plastic),1.0,2.0,2.0,1,Road Town,British Virgin Islands,Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018,2
2018 Jeanneau Sun Odyssey 389,159000.0,2.0,Jeanneau,Sun Odyssey 389,Cruiser,38.5,Diesel,Fiberglass,Sunsail Brokerage USA,Yanmar,3YM30 AE,3.0,29.0,,Inboard,Diesel,3.0,15.0,0,,,,38.0,12.0,36.0,Electric Windlass,,110.0,87 gal (Plastic),1 x 34 gal (Plastic),1 x (Plastic),1.0,2.0,2.0,1,Road Town,British Virgin Islands,Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018,2
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,USA,California,279900,2018,2
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,Europe,Croatia,166413,2018,2
